name,age,nationality,height_cm,weight_kg,overall,position,pace,shooting,passing,dribbling,defending,physical,stamina,strength,agility,vision,preferred_foot_encoded,height_cm_norm
M. Kokos,18,France,182,78,57,ST,69,57,48,56,28,55,58,59,62,51,1.0,1.82
M. Trejo,20,Mexico,181,71,57,RB,60,33,40,56,57,58,58,58,68,43,1.0,1.81
C. Carroll,20,Republic of Ireland,182,76,57,CDM,54,35,48,54,56,59,58,60,58,46,1.0,1.82
J. Mroß,22,Germany,187,80,57,GK,42,56,57,26,58,60,26,60,26,39,1.0,1.87
E. Ferrario,19,Chile,182,68,57,CB,54,21,41,53,57,55,61,52,54,31,1.0,1.82
A. Estacio,21,Colombia,177,71,57,LW,68,43,51,60,41,54,52,57,70,52,1.0,1.77
M. Johnstone,20,England,183,75,57,GK,42,55,52,22,56,45,28,45,22,35,1.0,1.83
C. Rowan,21,England,185,78,57,CB,52,39,40,43,54,67,63,68,54,33,1.0,1.85
A. Molina,20,Mexico,174,60,57,LB,77,37,47,58,52,60,65,57,72,38,0.0,1.74
D. Jäpel,21,Germany,178,70,57,ST,69,57,45,59,21,52,61,52,72,46,1.0,1.78
J. Kiersey,20,England,175,65,57,CM,67,50,55,58,53,61,67,56,69,56,1.0,1.75
L. Bilboe,21,England,190,79,57,GK,46,59,60,28,57,65,27,65,28,34,1.0,1.9
C. Maycock,21,England,182,71,57,CM,67,42,52,57,56,67,71,64,58,48,1.0,1.82
S. Jiménez,21,Colombia,178,70,57,RB,72,26,44,51,57,57,55,61,60,36,1.0,1.78
J. Orobio,22,Colombia,185,80,57,GK,38,55,57,25,57,54,26,54,25,26,1.0,1.85
A. Konaté,22,Mali,185,75,57,ST,73,54,40,55,25,66,60,72,66,47,1.0,1.85
Li Jinqing,22,China PR,180,70,57,CDM,65,37,48,48,56,67,65,68,67,60,1.0,1.8
A. Sokol,22,Russia,185,77,57,CB,62,26,41,35,54,68,65,71,42,33,1.0,1.85
K. Digol,20,France,176,70,57,RB,67,35,42,52,56,65,68,70,64,39,1.0,1.76
O. Patiño,22,Colombia,185,73,57,GK,36,54,55,30,56,40,28,40,30,29,1.0,1.85
C. Wakefield,21,England,184,72,57,RW,83,47,50,57,45,43,36,45,67,57,1.0,1.84
E. Civelek,19,Turkey,170,69,57,RB,62,31,39,55,56,50,60,44,56,42,1.0,1.7
O. Djorkaeff,22,France,177,68,57,CM,71,49,58,62,39,58,63,59,66,56,1.0,1.77
F. Niemann,22,Germany,189,85,57,GK,53,55,53,45,57,60,18,60,45,30,1.0,1.89
S. Yonehara,21,Japan,184,72,57,CDM,47,43,50,43,56,64,67,66,42,56,0.0,1.84
R. Borkała,20,Poland,176,72,57,RW,65,45,56,61,35,51,48,56,67,59,1.0,1.76
L. Brüggemeier,21,Germany,193,83,57,GK,50,57,58,37,57,61,36,61,37,26,1.0,1.93
Huang Bowen,23,China PR,175,60,57,LB,65,51,56,56,52,58,72,49,66,62,1.0,1.75
N. Hunziker,23,Switzerland,180,75,57,ST,54,57,45,56,27,55,42,63,56,54,1.0,1.8
A. Tripicchio,23,Italy,183,77,57,RW,67,59,50,58,18,55,64,62,67,54,0.0,1.83
R. Mroivili,20,France,180,68,57,CDM,59,43,54,59,55,54,50,53,55,44,1.0,1.8
R. Loughty,24,England,176,76,57,RB,65,39,49,51,55,58,60,53,48,45,1.0,1.76
D. Enomoto,23,Japan,163,60,57,LW,76,46,47,66,21,41,66,31,85,43,1.0,1.63
M. Karlsson,23,Sweden,185,80,57,GK,44,56,58,25,57,55,32,55,25,38,1.0,1.85
A. Serna,21,Colombia,183,83,57,CM,69,49,49,51,56,70,71,72,54,51,1.0,1.83
M. Laci,21,Sweden,188,80,57,LW,64,41,54,56,53,63,63,64,49,59,1.0,1.88
M. Soumaré,21,France,186,79,57,RB,67,38,47,51,57,59,51,64,56,40,1.0,1.86
B. Rivera,19,Chile,184,80,57,CDM,57,34,51,50,54,65,50,76,50,56,1.0,1.84
J. Hope,21,Australia,184,67,57,CM,59,42,55,60,42,56,67,49,58,58,1.0,1.84
Z. Herivaux,23,Haiti,185,68,57,CM,44,55,52,62,49,58,62,56,66,52,1.0,1.85
Sun Jungang,23,China PR,176,70,57,RW,66,47,50,63,33,52,54,56,59,51,1.0,1.76
Xiang Hantian,23,China PR,175,63,57,RW,83,41,46,59,47,64,64,69,74,31,0.0,1.75
J. Miguel,22,Mexico,176,74,57,CM,62,42,56,55,49,56,55,53,57,45,1.0,1.76
C. Mina,22,Colombia,181,72,57,LW,79,49,49,61,29,62,70,68,77,48,1.0,1.81
H. Garcia,21,France,177,70,57,CM,69,47,54,67,40,46,45,48,72,58,0.0,1.77
M. Olczyk,22,Poland,176,72,57,RB,62,28,44,52,55,57,58,57,61,32,1.0,1.76
J. Kellermann,24,England,185,72,57,CM,66,50,56,58,51,62,62,65,62,56,1.0,1.85
D. Budzyński,27,Poland,189,83,57,GK,56,53,52,39,58,71,37,71,39,31,1.0,1.89
L. Mijaljevic,28,Sweden,180,75,57,ST,60,58,42,57,25,58,53,65,63,57,0.0,1.8
D. McCauley,28,Republic of Ireland,179,74,57,LW,63,48,53,56,39,55,58,51,51,55,1.0,1.79
S. Pabón,23,Colombia,189,79,57,GK,42,56,56,35,57,49,16,49,35,37,1.0,1.89
O. Vojić,22,Austria,182,71,57,CF,65,59,46,58,26,54,53,60,66,49,1.0,1.82
M. Albertoni,23,Italy,188,82,57,GK,50,55,54,39,56,56,40,56,39,20,0.0,1.88
E. Ira Tape,21,Côte d'Ivoire,192,85,57,GK,44,50,48,25,58,65,17,65,25,35,1.0,1.92
K. Lynch,27,Republic of Ireland,185,76,57,LB,60,40,56,57,55,57,48,62,41,50,0.0,1.85
Lu Yao,26,China PR,176,78,57,CDM,62,34,47,58,57,70,75,74,69,32,1.0,1.76
E. Sørhøy,24,Norway,183,79,57,LW,66,55,56,56,34,63,59,68,63,61,0.0,1.83
E. Bird,26,United States,180,77,57,CM,64,52,53,60,53,57,49,60,61,48,1.0,1.8
J. Kavanagh,24,Republic of Ireland,176,70,57,RB,55,44,53,55,57,60,66,58,62,52,1.0,1.76
A. Azeez,25,England,183,80,57,ST,87,51,43,55,26,63,61,74,76,46,1.0,1.83
R. Lloyd,25,England,178,73,57,LW,69,45,53,61,33,50,63,56,90,51,0.0,1.78
B. Baajaj,24,Saudi Arabia,176,78,57,CB,63,21,34,42,57,64,64,63,60,34,1.0,1.76
U. Đuranović,25,Montenegro,183,80,57,CAM,64,49,55,59,32,62,74,66,55,53,1.0,1.83
R. Gilmartin,32,Republic of Ireland,197,101,57,GK,55,56,56,55,58,70,15,70,55,33,1.0,1.97
D. Fordyce,32,Northern Ireland,183,75,57,CAM,50,59,56,57,49,70,64,76,60,55,1.0,1.83
K. Tanaka,29,Japan,186,78,57,GK,46,51,50,45,60,63,23,63,45,36,1.0,1.86
M. Nakayama,27,Japan,180,73,57,ST,58,58,42,50,27,56,38,69,49,43,0.0,1.8
L. Polvani,24,Italy,188,85,57,CB,33,16,29,30,57,61,55,66,34,12,1.0,1.88
R. Pasquel,23,Mexico,181,76,57,GK,42,55,57,33,59,46,21,46,33,50,1.0,1.81
H. Svensson,24,Sweden,174,68,57,CM,66,51,56,60,38,54,73,45,69,60,1.0,1.74
B. Manzano,28,Venezuela,175,76,57,CDM,58,33,51,54,55,61,48,68,63,45,1.0,1.75
J. Weißenfels,27,Germany,186,76,57,ST,64,56,42,53,27,53,32,68,59,44,1.0,1.86
Tong Xiaoxing,32,China PR,175,65,57,LW,72,53,53,56,50,59,65,60,67,54,1.0,1.75
Park Kwang Il,28,Korea Republic,175,68,57,RW,62,43,56,59,42,62,61,67,52,58,1.0,1.75
Wang Dalong,30,China PR,187,79,57,CB,54,26,33,37,56,65,60,67,44,33,1.0,1.87
Zhu Xiaogang,31,China PR,181,70,57,CDM,48,25,42,47,56,72,71,77,47,38,1.0,1.81
J. Borg,28,Malta,181,76,57,CM,59,48,55,58,55,59,61,60,60,58,1.0,1.81
Chen Zhongliu,28,China PR,185,73,57,CB,78,54,57,56,52,68,60,72,65,57,1.0,1.85
Liu Weiguo,30,China PR,197,90,57,GK,54,56,60,47,58,67,37,67,47,35,1.0,1.97
An Jin Beom,30,Korea Republic,175,66,57,CM,69,58,58,63,45,45,40,42,70,55,1.0,1.75
D. Carr,28,Trinidad and Tobago,180,77,57,ST,59,55,47,60,21,60,66,67,68,55,1.0,1.8
B. Al Baqi,32,Saudi Arabia,187,89,57,GK,50,54,54,38,57,63,32,63,38,27,1.0,1.87
F. Nouble,30,England,190,82,57,ST,64,55,50,56,37,74,70,85,49,56,1.0,1.9
Tan Wangsong,36,China PR,180,70,57,RB,33,54,56,56,61,65,52,68,71,55,1.0,1.8
K. Cowan,36,Republic of Ireland,188,86,57,CB,31,36,34,36,56,70,44,85,30,22,1.0,1.88
Qiu Tianyi,33,China PR,192,80,57,CB,77,30,32,48,52,71,58,82,52,25,1.0,1.92
H. Ghazwani,28,Saudi Arabia,168,62,57,CAM,68,47,55,62,38,51,47,56,75,49,0.0,1.68
O. Al Suhaymi,29,Saudi Arabia,176,63,57,CDM,62,43,55,58,53,61,74,60,61,54,1.0,1.76
José Carrillo,27,Spain,185,75,57,CB,54,21,38,44,57,60,53,63,37,40,1.0,1.85
S. Sargeant,24,England,188,75,57,GK,52,56,55,32,57,33,26,33,32,18,0.0,1.88
A. Safarikas,22,Greece,194,88,57,GK,40,60,64,32,56,66,28,66,32,52,0.0,1.94
P. Niyongabire,22,Burundi,174,71,57,RW,85,46,46,62,35,59,60,62,80,49,1.0,1.74
C. Rowe,26,England,192,86,57,CB,46,31,38,39,57,70,57,86,35,35,1.0,1.92
D. Acevedo,21,Chile,172,64,57,CM,79,53,55,61,50,47,65,38,71,49,1.0,1.72
A. Al Yousif,25,Saudi Arabia,175,74,57,LB,68,39,50,51,53,65,60,71,66,48,0.0,1.75
N. Aslan,24,Turkey,202,87,57,GK,45,57,56,32,58,70,25,70,32,30,1.0,2.02
A. Dervin,22,Republic of Ireland,170,70,57,CM,60,51,54,59,54,62,66,58,71,57,1.0,1.7
B. Baggley,20,Northern Ireland,170,65,57,CM,65,50,52,62,49,43,55,34,84,56,1.0,1.7
T. Frost,22,England,172,75,57,LW,75,52,52,60,40,52,55,56,76,55,1.0,1.72
S. Eklu,24,Ghana,185,80,57,CM,63,46,53,57,52,69,70,73,63,55,1.0,1.85
Kim Myung Sun,21,Korea Republic,177,70,57,RB,63,40,49,51,53,56,69,47,53,46,1.0,1.77
Luo Yi,35,China PR,175,64,57,LB,63,48,54,56,52,52,54,51,67,54,1.0,1.75
Park Gun,31,Korea Republic,184,77,57,CB,56,25,44,37,55,65,54,67,48,53,1.0,1.84
D. Angus,28,England,183,83,57,ST,77,54,44,56,23,65,70,68,66,46,1.0,1.83
F. Abo Bakr,25,Saudi Arabia,182,72,57,CB,56,30,38,40,57,63,61,69,51,36,0.0,1.82
O. Wypart,21,Poland,182,71,57,LB,71,35,47,49,53,50,60,46,61,41,0.0,1.82
A. Dakaj,20,Switzerland,177,73,57,CDM,63,40,53,55,50,67,63,69,57,44,0.0,1.77
L. Zahaczewski,21,Germany,186,90,57,GK,44,56,56,30,58,36,16,36,30,31,1.0,1.86
L. Menke,22,Germany,189,86,57,CB,55,33,36,41,56,70,57,80,48,39,1.0,1.89
N. Al Shikaili,22,United Arab Emirates,178,54,57,LW,88,44,49,60,32,43,42,42,78,49,1.0,1.78
A. Ercan,21,Germany,191,79,57,CDM,60,46,47,56,55,64,53,72,61,47,1.0,1.91
J. McMaster,23,United States,175,75,57,RW,77,59,47,63,27,58,40,70,77,47,1.0,1.75
L. Pršo,21,Australia,190,80,57,CAM,68,48,55,60,51,65,69,68,74,53,0.0,1.9
M. Rostkowski,21,Poland,176,68,57,LB,76,44,51,57,48,43,62,31,67,55,0.0,1.76
R. East,23,England,176,70,57,CDM,68,48,58,64,51,47,65,34,83,58,0.0,1.76
Jesús Fernández,22,Spain,180,75,57,CM,67,42,59,57,59,57,55,51,61,59,1.0,1.8
Yang Sang Min,38,Korea Republic,182,78,57,CB,38,51,56,55,57,54,34,60,40,55,0.0,1.82
P. Richter,25,Germany,175,72,57,RW,67,48,52,61,27,53,57,51,75,49,1.0,1.75
A. Al Samtai,25,Saudi Arabia,172,70,57,CDM,62,41,49,49,53,68,79,63,58,44,1.0,1.72
C. McCabe,25,Republic of Ireland,193,82,57,GK,47,55,55,28,58,58,40,58,28,52,1.0,1.93
L. Nomel,24,France,182,74,57,RW,67,46,51,59,26,49,49,55,59,52,1.0,1.82
O. Kamdem,19,France,176,70,57,RB,73,34,45,59,54,36,41,27,71,32,1.0,1.76
B. Reveno,23,United States,185,71,57,CB,65,41,44,53,55,64,62,64,54,48,0.0,1.85
J. Law,23,England,178,71,57,CAM,75,52,55,58,50,66,77,61,73,56,0.0,1.78
N. Clescenco,20,Moldova,177,67,57,LW,69,55,47,61,25,39,45,39,71,48,1.0,1.77
C. Çelik,20,Turkey,178,68,57,CM,63,51,55,59,50,53,53,54,55,46,1.0,1.78
W. Nassi,21,France,180,60,57,RW,71,52,47,63,21,41,48,43,59,47,1.0,1.8
G. Peralta,21,Paraguay,179,74,57,ST,68,57,42,53,20,48,50,56,55,49,1.0,1.79
Buni Jorge,21,Angola,168,60,57,CM,77,46,56,64,46,53,60,49,74,55,0.0,1.68
W. De Buyser,21,Belgium,183,80,57,LB,67,25,44,49,56,59,46,71,61,39,0.0,1.83
J. Mbock,22,France,174,67,57,ST,76,60,52,62,19,39,51,34,74,57,0.0,1.74
G. Acosta,22,United States,170,66,57,CAM,67,51,50,63,35,42,40,41,70,61,1.0,1.7
A. Thomas,23,Russia,188,88,57,GK,42,59,61,29,58,68,17,68,29,35,1.0,1.88
F. Kleemann,23,United States,193,91,57,CB,54,25,35,32,58,64,55,77,39,29,1.0,1.93
R. Jones,20,England,177,70,57,LB,83,37,48,53,50,58,63,58,72,47,0.0,1.77
S. Beccari,23,Italy,188,81,57,GK,48,53,53,41,57,55,22,55,41,25,1.0,1.88
Z. Bassong,23,Canada,178,79,57,LW,73,35,54,62,51,62,62,63,70,49,0.0,1.78
A. Penin,19,France,180,69,57,RB,60,32,45,45,57,58,62,56,51,41,1.0,1.8
O. Lindell,20,Sweden,185,75,57,GK,46,57,58,28,58,38,34,38,28,40,1.0,1.85
S. Righetti,20,Italy,182,75,57,LB,63,31,39,53,57,55,66,49,58,34,0.0,1.82
H. Atola,20,Kenya,182,70,57,ST,68,56,45,56,19,53,52,58,51,47,1.0,1.82
B. Knežević,20,Serbia,183,71,57,CAM,60,52,52,57,37,52,52,50,58,54,1.0,1.83
J. Szymański,19,Poland,189,85,57,CB,48,28,32,34,57,70,57,83,38,30,1.0,1.89
Unai Ruiz,22,Spain,183,80,57,GK,40,56,55,46,56,56,23,56,46,31,1.0,1.83
A. Mlinaric,20,Australia,190,68,57,CB,67,25,42,40,59,61,57,71,50,46,0.0,1.9
N. Wojtuszek,20,Poland,184,79,57,CM,69,47,55,62,48,55,62,58,59,59,1.0,1.84
C. Zimba,20,England,185,68,57,ST,68,53,47,54,36,68,61,74,58,46,1.0,1.85
T. Ülvan,21,Turkey,181,73,57,RB,57,37,48,60,53,57,62,54,55,38,1.0,1.81
G. Marcianò,22,Italy,190,80,57,GK,47,58,59,35,57,59,21,59,35,30,1.0,1.9
J. Bookjans,21,Germany,178,71,57,CAM,64,51,53,62,32,57,58,55,60,52,1.0,1.78
J. Capuz,23,Ecuador,170,69,57,CM,54,56,55,60,54,58,55,72,55,50,1.0,1.7
D. Quintela,20,Bolivia,180,70,57,GK,44,55,55,32,57,55,23,55,32,22,1.0,1.8
S. Van Damme,19,Belgium,191,78,57,GK,40,55,55,25,60,57,21,57,25,39,1.0,1.91
B. Hompesch,19,Germany,178,76,57,CAM,66,48,51,61,39,52,50,55,81,53,1.0,1.78
W. Tortolero,19,Venezuela,180,75,57,GK,40,57,58,27,57,55,24,55,27,26,1.0,1.8
J. Sundström,20,Sweden,180,75,57,CM,61,40,57,61,40,59,71,60,62,60,1.0,1.8
N. Boateng,19,England,184,78,57,RW,78,43,50,59,32,55,45,64,77,57,1.0,1.84
M. Dabre,19,Italy,168,68,57,RW,91,47,50,57,47,56,65,58,86,53,0.0,1.68
P. Bourdelle,21,France,191,78,57,GK,56,53,50,58,57,61,17,61,58,21,1.0,1.91
P. Pululu,19,France,175,68,57,LW,69,52,52,62,26,45,50,44,84,53,0.0,1.75
M. Smit,19,Netherlands,180,74,57,ST,51,59,44,57,25,54,54,62,54,53,1.0,1.8
E. Emanuele,18,Ecuador,175,69,57,CM,63,55,53,58,53,60,66,58,66,61,1.0,1.75
T. Nkada,22,France,177,68,57,ST,68,56,48,59,22,50,53,52,64,49,1.0,1.77
S. Bergier,22,Poland,184,76,57,ST,62,56,50,56,24,55,61,58,62,55,1.0,1.84
P. Thiam,20,Senegal,188,80,57,ST,56,59,40,50,18,58,53,69,50,48,1.0,1.88
F. Ruiz Díaz,20,Paraguay,185,75,57,ST,64,57,40,52,18,62,64,72,63,45,1.0,1.85
Jaime Durán,21,Spain,196,79,57,GK,44,59,58,33,57,59,38,59,33,42,1.0,1.96
M. Faryna,18,Ukraine,180,78,57,CB,68,34,44,50,57,62,64,66,57,36,0.0,1.8
J. Corozo,17,Ecuador,176,77,57,CAM,66,55,53,58,60,59,62,58,65,55,1.0,1.76
B. Pachito,17,Ecuador,174,70,57,LW,70,55,54,56,41,52,55,58,65,47,0.0,1.74
M. Neutgens,18,Germany,188,75,57,GK,44,55,55,39,59,50,21,50,39,30,1.0,1.88
O. Denham,20,Wales,182,71,57,CB,61,26,30,37,57,65,62,68,41,28,1.0,1.82
B. Ciepiela,21,Poland,182,75,57,CAM,64,49,55,60,34,52,48,56,62,56,1.0,1.82
F. Yılmaz,20,Turkey,186,75,57,CB,54,26,36,38,61,55,51,59,40,29,0.0,1.86
G. Kennedy,19,England,188,79,57,CDM,66,45,52,56,51,69,70,72,60,54,1.0,1.88
B. Mruk,20,Poland,184,75,57,CB,62,27,30,34,58,63,60,70,43,27,0.0,1.84
J. Courtney-Perkins,19,Australia,189,80,57,CB,72,22,39,44,55,67,64,75,56,33,0.0,1.89
Wang Shilong,21,China PR,177,64,57,RB,61,38,46,43,57,48,59,36,53,42,1.0,1.77
E. Dat,21,Romania,172,69,57,LW,73,41,55,57,42,52,71,45,67,60,1.0,1.72
F. Tauchhammer,20,Austria,183,64,57,RB,67,36,47,55,55,48,44,46,52,32,1.0,1.83
M. Ndiaye,20,Senegal,175,60,57,CB,59,33,36,42,63,46,58,34,41,35,1.0,1.75
Gabriel Castro,21,Portugal,182,74,57,RB,78,27,42,52,53,60,60,64,62,31,1.0,1.82
M. Ciucci,19,Italy,188,82,57,CB,58,32,38,37,55,66,55,73,43,32,1.0,1.88
A. Kozubal,17,Poland,176,68,57,CM,67,47,53,58,51,66,63,68,70,57,1.0,1.76
Park Jin Seong,21,Korea Republic,178,76,57,LB,66,27,40,51,55,59,67,59,72,43,0.0,1.78
H. Lindley,19,England,182,70,57,CDM,62,46,55,55,53,59,56,57,51,55,1.0,1.82
N. Djiga,19,Burkina Faso,189,84,57,CB,70,26,42,38,57,66,62,75,54,35,1.0,1.89
R. Cielemęcki,19,Poland,173,70,57,CAM,68,47,57,58,46,57,68,48,74,57,1.0,1.73
K. Simmonds,21,England,180,68,57,ST,70,58,46,59,23,51,53,57,61,58,1.0,1.8
M. Boyes,21,Wales,179,69,57,CB,62,37,49,58,57,57,54,57,70,47,0.0,1.79
J. Adams,21,Wales,176,62,57,LW,75,52,52,59,31,34,35,33,66,45,1.0,1.76
J. Wareham,19,England,177,73,57,ST,69,56,44,57,25,52,51,59,68,48,1.0,1.77
Tommy,19,Spain,182,76,57,GK,44,60,62,36,56,52,20,52,36,24,1.0,1.82
M. Motolese,18,Italy,185,80,57,CB,54,31,35,37,59,62,61,68,46,32,0.0,1.85
W. Sandford,20,Sweden,183,77,57,CDM,62,36,50,54,56,61,53,63,61,43,1.0,1.83
J. Mijares,19,Venezuela,171,67,57,CM,63,54,53,57,56,57,54,57,62,61,1.0,1.71
J. Zahmel,19,Germany,183,72,57,RW,77,57,55,57,23,51,57,52,73,51,1.0,1.83
M. Dyche,19,England,184,70,57,CB,62,32,42,46,55,68,64,73,59,40,1.0,1.84
R. Bettocchi,20,Peru,184,67,57,GK,45,54,52,41,58,61,21,61,41,38,1.0,1.84
G. Richard,19,Switzerland,186,80,57,CB,54,28,36,44,57,68,63,75,65,34,1.0,1.86
S. Marino,18,Italy,186,79,57,ST,63,57,40,55,18,59,59,66,63,44,1.0,1.86
H. Küng,19,Austria,186,80,57,CB,56,26,36,39,58,63,59,73,45,32,1.0,1.86
A. Yakoub,20,Finland,180,70,57,ST,67,57,49,58,22,48,43,54,60,54,1.0,1.8
S. Flaherty,20,England,170,57,57,CAM,71,50,57,58,40,41,53,29,70,59,0.0,1.7
S. Keogh,20,Republic of Ireland,176,72,57,CDM,69,48,55,57,55,56,51,58,55,48,1.0,1.76
J. Markelo,19,Netherlands,171,68,57,LW,82,58,47,60,30,40,41,43,56,46,0.0,1.71
J. Schröder,19,Germany,180,73,57,LB,58,33,48,54,53,55,61,54,62,41,0.0,1.8
D. Csontos,19,Hungary,185,71,57,LB,73,26,41,49,53,54,51,53,53,40,0.0,1.85
S. Long,19,Scotland,183,76,57,GK,50,56,58,49,56,51,33,51,49,38,1.0,1.83
C. Finch,20,Chile,182,87,57,CB,61,21,36,34,58,64,62,70,43,25,1.0,1.82
S. Parra,17,Venezuela,173,65,57,CM,68,43,60,60,44,48,55,42,64,67,1.0,1.73
Shin Song Hoon,19,Korea Republic,180,80,57,GK,40,53,52,24,58,58,26,58,24,51,1.0,1.8
C. Dunbar,19,United States,167,59,57,LW,79,53,46,61,18,41,59,32,81,53,1.0,1.67
A. Pepple,19,Canada,185,72,57,ST,73,55,40,56,27,70,66,78,70,40,1.0,1.85
F. Zawadzki,18,Poland,176,73,57,CAM,68,45,53,63,31,45,51,44,70,62,1.0,1.76
E. Ogura,20,Ghana,182,75,57,GK,62,59,61,63,58,48,19,48,63,42,1.0,1.82
G. Duhalde,20,Uruguay,181,77,57,CB,65,28,37,39,58,61,62,58,54,30,1.0,1.81
A. Ranieri,21,France,165,64,57,LW,57,57,50,63,30,39,54,35,50,53,1.0,1.65
C. Brown,26,United States,196,91,57,GK,49,63,67,56,56,68,34,68,56,49,1.0,1.96
Li Yingjian,27,China PR,183,63,57,RW,84,44,50,60,29,53,49,58,83,49,1.0,1.83
K. Kitamoto,36,Japan,181,78,57,CB,43,23,28,29,56,63,41,69,51,30,1.0,1.81
J. Meneses,34,Colombia,183,78,57,GK,44,58,57,33,58,74,20,74,33,33,1.0,1.83
A. Al Basisi,40,Saudi Arabia,184,86,57,GK,52,54,54,38,57,79,37,79,38,16,1.0,1.84
I. Turner,29,Republic of Ireland,182,79,57,RW,62,54,56,55,43,54,57,54,64,53,1.0,1.82
G. Fuentes,20,El Salvador,168,68,57,CAM,66,43,53,65,39,53,49,56,74,53,1.0,1.68
A. Ismaïl,17,Netherlands,180,64,57,ST,70,54,45,59,22,46,50,49,50,47,1.0,1.8
M. Osifo,18,Belgium,182,70,57,CB,77,25,49,58,55,62,58,65,67,42,1.0,1.82
C. Sichenje,18,Kenya,189,75,57,CB,62,32,48,54,57,61,63,61,44,39,1.0,1.89
M. Suárez,18,Uruguay,178,67,57,CM,62,49,56,56,52,52,66,44,71,64,1.0,1.78
J. Baptiste,18,England,183,75,57,CB,64,31,43,43,56,61,52,67,48,39,1.0,1.83
K. Dag,19,Turkey,186,78,57,ST,71,56,47,55,18,55,52,62,56,49,1.0,1.86
S. Al Najrani,21,Saudi Arabia,174,65,57,RW,65,47,55,56,36,55,63,58,53,55,1.0,1.74
B. Sambo,22,France,177,70,57,RB,69,28,44,55,56,52,54,49,56,37,1.0,1.77
P. Magnon,22,France,179,69,57,RW,61,49,57,61,34,50,64,49,57,58,1.0,1.79
F. Scarsella,28,Italy,183,79,57,CM,67,57,56,59,43,57,57,65,68,49,1.0,1.83
G. Sava,31,Romania,189,87,57,GK,49,55,55,56,58,59,29,59,56,43,1.0,1.89
R. Henry,34,England,180,74,57,RB,57,17,47,47,57,73,81,69,65,52,1.0,1.8
J. Jensen,32,Denmark,188,86,57,GK,44,62,63,28,56,50,30,50,28,35,1.0,1.88
K. Christensen,38,Denmark,185,81,57,GK,38,59,59,24,56,70,21,70,24,33,1.0,1.85
J. Abarzua,26,Chile,175,75,57,CM,66,53,52,62,57,60,70,56,52,52,1.0,1.75
Kim Min Jun,25,Korea Republic,179,71,57,CM,70,37,57,55,55,64,67,67,50,50,1.0,1.79
M. Asiri,25,Saudi Arabia,176,86,57,GK,48,54,51,43,58,51,35,51,43,49,1.0,1.76
A. Fox,25,England,180,79,57,LB,70,40,53,56,54,59,61,59,66,54,0.0,1.8
J. Vall,25,Sweden,183,82,57,LB,83,51,53,48,54,68,63,74,68,50,0.0,1.83
J. Oswell,25,England,185,75,57,ST,64,57,36,51,26,65,59,71,68,30,1.0,1.85
K. Kovačević,23,Croatia,187,80,57,ST,54,60,43,48,27,66,54,73,49,47,1.0,1.87
Chen Anqi,25,China PR,187,73,57,GK,52,55,54,58,56,58,33,58,58,41,1.0,1.87
J. Chávez,21,Mexico,173,67,57,RW,57,53,55,63,29,43,51,44,57,52,1.0,1.73
A. Alibekov,20,Ukraine,182,72,57,CDM,59,47,55,61,50,53,47,52,56,64,1.0,1.82
J. Rondeel,23,Netherlands,184,76,57,GK,54,52,53,30,57,48,38,48,30,20,1.0,1.84
A. Wixted,23,Republic of Ireland,178,66,57,RW,77,51,52,58,29,56,63,57,76,53,0.0,1.78
J. Montgomery,24,England,180,75,57,GK,51,55,54,50,56,55,41,55,50,17,1.0,1.8
J. Arboleda,23,Colombia,185,73,57,RW,72,48,50,58,30,55,57,64,60,48,1.0,1.85
E. Aponzá,24,Colombia,165,63,57,ST,77,53,45,63,28,40,45,36,72,47,1.0,1.65
J. Bennett,22,England,180,64,57,RB,88,30,43,56,50,51,68,40,80,37,1.0,1.8
R. Suzuki,24,Japan,191,85,57,GK,45,58,55,45,56,72,38,72,45,45,1.0,1.91
K. Cantwell,23,Republic of Ireland,188,79,57,CB,51,22,41,49,54,64,56,68,50,26,1.0,1.88
A. Varga,22,Slovakia,188,79,57,CB,50,24,42,42,55,60,51,67,52,41,1.0,1.88
M. Isaza,23,Colombia,184,75,57,ST,61,54,50,53,33,60,56,65,53,56,1.0,1.84
A. Campion,28,France,188,91,57,ST,52,55,40,52,26,70,47,84,47,47,1.0,1.88
A. Mondal,28,India,179,70,57,CB,47,32,33,37,56,65,58,71,48,28,1.0,1.79
I. Jasarevic,22,Bosnia and Herzegovina,184,80,57,LB,67,28,45,56,57,64,64,69,61,43,0.0,1.84
M. Stingl,20,Germany,178,79,57,RB,66,27,50,58,54,57,63,54,69,38,1.0,1.78
N. Wabo,20,England,175,63,57,ST,78,53,43,60,21,56,68,54,73,48,0.0,1.75
I. Madi,20,France,182,72,57,LW,71,51,54,60,32,45,56,40,69,51,0.0,1.82
H. Yalçıntekin,20,Turkey,174,63,57,CM,64,41,57,58,59,46,47,38,57,47,1.0,1.74
Yan Peng,23,China PR,180,75,57,ST,87,55,35,56,19,64,62,79,85,43,1.0,1.8
Li Haitao,22,China PR,189,84,57,GK,42,52,54,27,58,64,22,64,27,36,1.0,1.89
A. Ba,20,France,175,63,57,ST,59,55,44,58,19,61,68,62,64,48,1.0,1.75
L. Nash,22,England,176,71,57,ST,76,58,39,51,20,56,78,53,74,48,0.0,1.76
N. Helmbrecht,23,Germany,178,68,57,RW,66,46,54,62,36,47,43,44,73,57,1.0,1.78
